x_mat     x2
0.110989    0.55999
0.111089    0.56022
0.111189    0.560449
0.111289    0.560678
0.111389    0.560907
0.111489    0.561135
0.111589    0.561363
0.111689    0.561591
0.111789    0.561818
0.111889    0.562045
0.111989    0.562272
0.112089    0.562499
0.112189    0.562725
0.112289    0.56295
0.112389    0.563176
0.112489    0.563401
0.112589    0.563625
0.112689    0.56385
0.112789    0.564074
0.112889    0.564298
0.112989    0.564521
0.113089    0.564744
0.113189    0.564967
0.113289    0.56519
0.113389    0.565412
0.113489    0.565634
0.113589    0.565855
0.113689    0.566076
0.113789    0.566297
0.113889    0.566518
0.113989    0.566738
0.114089    0.566958
0.114189    0.567177
0.114289    0.567397
0.114389    0.567616
0.114489    0.567834
0.114589    0.568053
0.114689    0.568271
0.114789    0.568488
0.114889    0.568706
0.114989    0.568923
0.115088    0.569139
0.115188    0.569356
0.115288    0.569572
0.115388    0.569788
0.115488    0.570003
0.115588    0.570218
0.115688    0.570433
0.115788    0.570648
0.115888    0.570862
0.115988    0.571076
0.116088    0.571289
0.116188    0.571503
0.116288    0.571715
0.116388    0.571928
0.116488    0.57214
0.116588    0.572352
0.116688    0.572564
0.116788    0.572776
0.116888    0.572987
0.116988    0.573197
0.117088    0.573408
0.117188    0.573618
0.117288    0.573828
0.117388    0.574037
0.117488    0.574247
0.117588    0.574455
0.117688    0.574664
0.117788    0.574872
0.117888    0.57508
0.117988    0.575288
0.118088    0.575495
0.118188    0.575702
0.118288    0.575909
0.118388    0.576116
0.118488    0.576322
0.118588    0.576528
0.118688    0.576733
0.118788    0.576938
0.118888    0.577143
0.118988    0.577348
0.119088    0.577552
0.119188    0.577756
0.119288    0.57796
0.119388    0.578163
0.119488    0.578366
0.119588    0.578569
0.119688    0.578772
0.119788    0.578974
0.119888    0.579176
0.119988    0.579377
0.120088    0.579578
0.120188    0.579779
0.120288    0.57998
0.120388    0.58018
0.120488    0.580381
0.120588    0.58058
0.120688    0.58078
0.120788    0.580979
0.120888    0.581178
0.120988    0.581376
0.121088    0.581575
0.121188    0.581773
0.121288    0.58197
0.121388    0.582168
0.121488    0.582365
0.121588    0.582562
0.121688    0.582758
0.121788    0.582954
0.121888    0.58315
0.121988    0.583346
0.122088    0.583541
0.122188    0.583736
0.122288    0.583931
0.122388    0.584125
0.122488    0.584319
0.122588    0.584513
0.122688    0.584707
0.122788    0.5849
0.122888    0.585093
0.122988    0.585286
0.123088    0.585478
0.123188    0.58567
0.123288    0.585862
0.123388    0.586053
0.123488    0.586245
0.123588    0.586435
0.123688    0.586626
0.123788    0.586816
0.123888    0.587006
0.123988    0.587196
0.124088    0.587386
0.124188    0.587575
0.124288    0.587764
0.124388    0.587952
0.124488    0.588141
0.124588    0.588329
0.124688    0.588516
0.124788    0.588704
0.124888    0.588891
0.124988    0.589078
0.125087    0.589264
0.125187    0.589451
0.125287    0.589637
0.125387    0.589822
0.125487    0.590008
0.125587    0.590193
0.125687    0.590378
0.125787    0.590562
0.125887    0.590747
0.125987    0.590931
0.126087    0.591115
0.126187    0.591298
0.126287    0.591481
0.126387    0.591664
0.126487    0.591847
0.126587    0.592029
0.126687    0.592211
0.126787    0.592393
0.126887    0.592574
0.126987    0.592755
0.127087    0.592936
0.127187    0.593117
0.127287    0.593297
0.127387    0.593477
0.127487    0.593657
0.127587    0.593837
0.127687    0.594016
0.127787    0.594195
0.127887    0.594373
0.127987    0.594552
0.128087    0.59473
0.128187    0.594908
0.128287    0.595085
0.128387    0.595263
0.128487    0.59544
0.128587    0.595616
0.128687    0.595793
0.128787    0.595969
0.128887    0.596145
0.128987    0.59632
0.129087    0.596496
0.129187    0.596671
0.129287    0.596846
