   x    v    u    error 
     0.85091      0.14892      0.14892     -6.91074 
     0.85101      0.14882      0.14882     -6.91063 
     0.85111      0.14872      0.14872     -6.91052 
     0.85121      0.14862      0.14862     -6.91041 
     0.85131      0.14852      0.14852     -6.91030 
     0.85141      0.14842      0.14842     -6.91019 
     0.85151      0.14832      0.14832     -6.91008 
     0.85161      0.14822      0.14822     -6.90997 
     0.85171      0.14812      0.14812     -6.90986 
     0.85181      0.14802      0.14802     -6.90975 
     0.85191      0.14792      0.14792     -6.90963 
     0.85201      0.14782      0.14782     -6.90952 
     0.85211      0.14772      0.14772     -6.90941 
     0.85221      0.14762      0.14762     -6.90930 
     0.85231      0.14753      0.14753     -6.90919 
     0.85241      0.14743      0.14743     -6.90908 
     0.85251      0.14733      0.14733     -6.90896 
     0.85261      0.14723      0.14723     -6.90885 
     0.85271      0.14713      0.14713     -6.90874 
     0.85281      0.14703      0.14703     -6.90863 
     0.85291      0.14693      0.14693     -6.90852 
     0.85301      0.14683      0.14683     -6.90840 
     0.85311      0.14673      0.14673     -6.90829 
     0.85321      0.14663      0.14663     -6.90818 
     0.85331      0.14653      0.14653     -6.90807 
     0.85341      0.14643      0.14643     -6.90795 
     0.85351      0.14633      0.14633     -6.90784 
     0.85361      0.14623      0.14623     -6.90773 
     0.85371      0.14613      0.14613     -6.90761 
     0.85381      0.14603      0.14603     -6.90750 
     0.85391      0.14593      0.14593     -6.90738 
     0.85401      0.14583      0.14583     -6.90727 
     0.85411      0.14573      0.14573     -6.90716 
     0.85421      0.14563      0.14563     -6.90704 
     0.85431      0.14553      0.14553     -6.90693 
     0.85441      0.14543      0.14543     -6.90681 
     0.85451      0.14533      0.14533     -6.90670 
     0.85461      0.14523      0.14523     -6.90659 
     0.85471      0.14513      0.14513     -6.90647 
     0.85481      0.14503      0.14503     -6.90636 
     0.85491      0.14493      0.14493     -6.90624 
     0.85501      0.14483      0.14483     -6.90613 
     0.85511      0.14473      0.14473     -6.90601 
     0.85521      0.14463      0.14463     -6.90590 
     0.85531      0.14453      0.14453     -6.90578 
     0.85541      0.14443      0.14443     -6.90566 
     0.85551      0.14433      0.14433     -6.90555 
     0.85561      0.14423      0.14423     -6.90543 
     0.85571      0.14413      0.14413     -6.90532 
     0.85581      0.14403      0.14403     -6.90520 
     0.85591      0.14393      0.14393     -6.90508 
     0.85601      0.14383      0.14383     -6.90497 
     0.85611      0.14373      0.14373     -6.90485 
     0.85621      0.14363      0.14363     -6.90474 
     0.85631      0.14353      0.14353     -6.90462 
     0.85641      0.14343      0.14343     -6.90450 
     0.85651      0.14333      0.14333     -6.90438 
     0.85661      0.14323      0.14323     -6.90427 
     0.85671      0.14313      0.14313     -6.90415 
     0.85681      0.14303      0.14303     -6.90403 
     0.85691      0.14293      0.14293     -6.90392 
     0.85701      0.14283      0.14283     -6.90380 
     0.85711      0.14274      0.14274     -6.90368 
     0.85721      0.14264      0.14264     -6.90356 
     0.85731      0.14254      0.14254     -6.90344 
     0.85741      0.14244      0.14244     -6.90333 
     0.85751      0.14234      0.14234     -6.90321 
     0.85761      0.14224      0.14224     -6.90309 
     0.85771      0.14214      0.14214     -6.90297 
     0.85781      0.14204      0.14204     -6.90285 
     0.85791      0.14194      0.14194     -6.90273 
     0.85801      0.14184      0.14184     -6.90261 
     0.85811      0.14174      0.14174     -6.90249 
     0.85821      0.14164      0.14164     -6.90237 
     0.85831      0.14154      0.14154     -6.90226 
     0.85841      0.14144      0.14144     -6.90214 
     0.85851      0.14134      0.14134     -6.90202 
     0.85861      0.14124      0.14124     -6.90190 
     0.85871      0.14114      0.14114     -6.90178 
     0.85881      0.14104      0.14104     -6.90166 
     0.85891      0.14094      0.14094     -6.90154 
     0.85901      0.14084      0.14084     -6.90142 
     0.85911      0.14074      0.14074     -6.90130 
     0.85921      0.14064      0.14064     -6.90117 
     0.85931      0.14054      0.14054     -6.90105 
     0.85941      0.14044      0.14044     -6.90093 
     0.85951      0.14034      0.14034     -6.90081 
     0.85961      0.14024      0.14024     -6.90069 
     0.85971      0.14014      0.14014     -6.90057 
     0.85981      0.14004      0.14004     -6.90045 
     0.85991      0.13994      0.13994     -6.90033 
     0.86001      0.13984      0.13984     -6.90020 
     0.86011      0.13974      0.13974     -6.90008 
     0.86021      0.13964      0.13964     -6.89996 
     0.86031      0.13954      0.13954     -6.89984 
     0.86041      0.13944      0.13944     -6.89972 
     0.86051      0.13934      0.13934     -6.89959 
     0.86061      0.13924      0.13924     -6.89947 
     0.86071      0.13914      0.13914     -6.89935 
     0.86081      0.13904      0.13904     -6.89923 
     0.86091      0.13894      0.13894     -6.89910 
     0.86101      0.13884      0.13884     -6.89898 
     0.86111      0.13874      0.13874     -6.89886 
     0.86121      0.13864      0.13864     -6.89873 
     0.86131      0.13854      0.13854     -6.89861 
     0.86141      0.13844      0.13844     -6.89848 
     0.86151      0.13834      0.13834     -6.89836 
     0.86161      0.13824      0.13824     -6.89824 
     0.86171      0.13814      0.13814     -6.89811 
     0.86181      0.13804      0.13804     -6.89799 
     0.86191      0.13794      0.13794     -6.89786 
     0.86201      0.13784      0.13784     -6.89774 
     0.86211      0.13775      0.13775     -6.89761 
     0.86221      0.13765      0.13765     -6.89749 
     0.86231      0.13755      0.13755     -6.89736 
     0.86241      0.13745      0.13745     -6.89724 
     0.86251      0.13735      0.13735     -6.89711 
     0.86261      0.13725      0.13725     -6.89699 
     0.86271      0.13715      0.13715     -6.89686 
     0.86281      0.13705      0.13705     -6.89674 
     0.86291      0.13695      0.13695     -6.89661 
     0.86301      0.13685      0.13685     -6.89649 
     0.86311      0.13675      0.13675     -6.89636 
     0.86321      0.13665      0.13665     -6.89623 
     0.86331      0.13655      0.13655     -6.89611 
     0.86341      0.13645      0.13645     -6.89598 
     0.86351      0.13635      0.13635     -6.89585 
     0.86361      0.13625      0.13625     -6.89573 
     0.86371      0.13615      0.13615     -6.89560 
     0.86381      0.13605      0.13605     -6.89547 
     0.86391      0.13595      0.13595     -6.89534 
     0.86401      0.13585      0.13585     -6.89522 
     0.86411      0.13575      0.13575     -6.89509 
     0.86421      0.13565      0.13565     -6.89496 
     0.86431      0.13555      0.13555     -6.89483 
     0.86441      0.13545      0.13545     -6.89470 
     0.86451      0.13535      0.13535     -6.89458 
     0.86461      0.13525      0.13525     -6.89445 
     0.86471      0.13515      0.13515     -6.89432 
     0.86481      0.13505      0.13505     -6.89419 
     0.86491      0.13495      0.13495     -6.89406 
     0.86501      0.13485      0.13485     -6.89393 
     0.86511      0.13475      0.13475     -6.89380 
     0.86521      0.13465      0.13465     -6.89367 
     0.86531      0.13455      0.13455     -6.89354 
     0.86541      0.13445      0.13445     -6.89341 
     0.86551      0.13435      0.13435     -6.89328 
     0.86561      0.13425      0.13425     -6.89315 
     0.86571      0.13415      0.13415     -6.89302 
     0.86581      0.13405      0.13405     -6.89289 
     0.86591      0.13395      0.13395     -6.89276 
     0.86601      0.13385      0.13385     -6.89263 
     0.86611      0.13375      0.13375     -6.89250 
     0.86621      0.13365      0.13365     -6.89237 
     0.86631      0.13355      0.13355     -6.89224 
     0.86641      0.13345      0.13345     -6.89211 
     0.86651      0.13335      0.13335     -6.89198 
     0.86661      0.13325      0.13325     -6.89185 
     0.86671      0.13315      0.13315     -6.89171 
     0.86681      0.13305      0.13305     -6.89158 
     0.86691      0.13295      0.13295     -6.89145 
     0.86701      0.13285      0.13285     -6.89132 
     0.86711      0.13275      0.13275     -6.89119 
     0.86721      0.13265      0.13265     -6.89105 
     0.86731      0.13255      0.13255     -6.89092 
     0.86741      0.13246      0.13246     -6.89079 
     0.86751      0.13236      0.13236     -6.89066 
     0.86761      0.13226      0.13226     -6.89052 
     0.86771      0.13216      0.13216     -6.89039 
     0.86781      0.13206      0.13206     -6.89026 
     0.86791      0.13196      0.13196     -6.89012 
     0.86801      0.13186      0.13186     -6.88999 
     0.86811      0.13176      0.13176     -6.88985 
     0.86821      0.13166      0.13166     -6.88972 
     0.86831      0.13156      0.13156     -6.88959 
     0.86841      0.13146      0.13146     -6.88945 
     0.86851      0.13136      0.13136     -6.88932 
     0.86861      0.13126      0.13126     -6.88918 
     0.86871      0.13116      0.13116     -6.88905 
     0.86881      0.13106      0.13106     -6.88891 
     0.86891      0.13096      0.13096     -6.88878 
     0.86901      0.13086      0.13086     -6.88864 
     0.86911      0.13076      0.13076     -6.88851 
     0.86921      0.13066      0.13066     -6.88837 
     0.86931      0.13056      0.13056     -6.88823 
     0.86941      0.13046      0.13046     -6.88810 
     0.86951      0.13036      0.13036     -6.88796 
     0.86961      0.13026      0.13026     -6.88783 
     0.86971      0.13016      0.13016     -6.88769 
     0.86981      0.13006      0.13006     -6.88755 
     0.86991      0.12996      0.12996     -6.88741 
     0.87001      0.12986      0.12986     -6.88728 
     0.87011      0.12976      0.12976     -6.88714 
     0.87021      0.12966      0.12966     -6.88700 
     0.87031      0.12956      0.12956     -6.88687 
     0.87041      0.12946      0.12946     -6.88673 
     0.87051      0.12936      0.12936     -6.88659 
     0.87061      0.12926      0.12926     -6.88645 
     0.87071      0.12916      0.12916     -6.88631 
     0.87081      0.12906      0.12906     -6.88617 
     0.87091      0.12896      0.12896     -6.88604 
     0.87101      0.12886      0.12886     -6.88590 
     0.87111      0.12876      0.12876     -6.88576 
     0.87121      0.12866      0.12866     -6.88562 
     0.87131      0.12856      0.12856     -6.88548 
     0.87141      0.12846      0.12846     -6.88534 
     0.87151      0.12836      0.12836     -6.88520 
     0.87161      0.12826      0.12826     -6.88506 
     0.87171      0.12816      0.12816     -6.88492 
     0.87181      0.12806      0.12806     -6.88478 
     0.87191      0.12796      0.12796     -6.88464 
     0.87201      0.12786      0.12786     -6.88450 
     0.87211      0.12776      0.12776     -6.88436 
     0.87221      0.12766      0.12766     -6.88422 
     0.87231      0.12756      0.12756     -6.88408 
     0.87241      0.12746      0.12746     -6.88394 
     0.87251      0.12736      0.12736     -6.88380 
     0.87261      0.12726      0.12726     -6.88365 
     0.87271      0.12716      0.12716     -6.88351 
     0.87281      0.12706      0.12706     -6.88337 
     0.87291      0.12697      0.12697     -6.88323 
     0.87301      0.12687      0.12687     -6.88309 
     0.87311      0.12677      0.12677     -6.88294 
     0.87321      0.12667      0.12667     -6.88280 
     0.87331      0.12657      0.12657     -6.88266 
     0.87341      0.12647      0.12647     -6.88252 
     0.87351      0.12637      0.12637     -6.88237 
     0.87361      0.12627      0.12627     -6.88223 
     0.87371      0.12617      0.12617     -6.88209 
     0.87381      0.12607      0.12607     -6.88194 
     0.87391      0.12597      0.12597     -6.88180 
     0.87401      0.12587      0.12587     -6.88165 
     0.87411      0.12577      0.12577     -6.88151 
     0.87421      0.12567      0.12567     -6.88136 
     0.87431      0.12557      0.12557     -6.88122 
     0.87441      0.12547      0.12547     -6.88108 
     0.87451      0.12537      0.12537     -6.88093 
     0.87461      0.12527      0.12527     -6.88079 
     0.87471      0.12517      0.12517     -6.88064 
     0.87481      0.12507      0.12507     -6.88049 
     0.87491      0.12497      0.12497     -6.88035 
     0.87501      0.12487      0.12487     -6.88020 
     0.87511      0.12477      0.12477     -6.88006 
     0.87521      0.12467      0.12467     -6.87991 
     0.87531      0.12457      0.12457     -6.87976 
     0.87541      0.12447      0.12447     -6.87962 
     0.87551      0.12437      0.12437     -6.87947 
     0.87561      0.12427      0.12427     -6.87932 
     0.87571      0.12417      0.12417     -6.87918 
     0.87581      0.12407      0.12407     -6.87903 
     0.87591      0.12397      0.12397     -6.87888 
     0.87601      0.12387      0.12387     -6.87873 
     0.87611      0.12377      0.12377     -6.87859 
     0.87621      0.12367      0.12367     -6.87844 
     0.87631      0.12357      0.12357     -6.87829 
     0.87641      0.12347      0.12347     -6.87814 
     0.87651      0.12337      0.12337     -6.87799 
     0.87661      0.12327      0.12327     -6.87784 
     0.87671      0.12317      0.12317     -6.87769 
     0.87681      0.12307      0.12307     -6.87755 
     0.87691      0.12297      0.12297     -6.87740 
     0.87701      0.12287      0.12287     -6.87725 
     0.87711      0.12277      0.12277     -6.87710 
     0.87721      0.12267      0.12267     -6.87695 
     0.87731      0.12257      0.12257     -6.87680 
     0.87741      0.12247      0.12247     -6.87665 
     0.87751      0.12237      0.12237     -6.87650 
     0.87761      0.12227      0.12227     -6.87634 
     0.87771      0.12217      0.12217     -6.87619 
     0.87781      0.12207      0.12207     -6.87604 
     0.87791      0.12197      0.12197     -6.87589 
     0.87801      0.12187      0.12187     -6.87574 
     0.87811      0.12177      0.12177     -6.87559 
     0.87821      0.12167      0.12167     -6.87544 
     0.87831      0.12157      0.12157     -6.87528 
     0.87841      0.12147      0.12147     -6.87513 
     0.87851      0.12137      0.12137     -6.87498 
     0.87861      0.12127      0.12127     -6.87483 
     0.87871      0.12118      0.12118     -6.87467 
     0.87881      0.12108      0.12108     -6.87452 
     0.87891      0.12098      0.12098     -6.87437 
     0.87901      0.12088      0.12088     -6.87421 
     0.87911      0.12078      0.12078     -6.87406 
     0.87921      0.12068      0.12068     -6.87391 
     0.87931      0.12058      0.12058     -6.87375 
     0.87941      0.12048      0.12048     -6.87360 
     0.87951      0.12038      0.12038     -6.87344 
     0.87961      0.12028      0.12028     -6.87329 
     0.87971      0.12018      0.12018     -6.87313 
     0.87981      0.12008      0.12008     -6.87298 
     0.87991      0.11998      0.11998     -6.87282 
     0.88001      0.11988      0.11988     -6.87267 
     0.88011      0.11978      0.11978     -6.87251 
     0.88021      0.11968      0.11968     -6.87235 
     0.88031      0.11958      0.11958     -6.87220 
     0.88041      0.11948      0.11948     -6.87204 
     0.88051      0.11938      0.11938     -6.87189 
     0.88061      0.11928      0.11928     -6.87173 
     0.88071      0.11918      0.11918     -6.87157 
     0.88081      0.11908      0.11908     -6.87141 
     0.88091      0.11898      0.11898     -6.87126 
     0.88101      0.11888      0.11888     -6.87110 
     0.88111      0.11878      0.11878     -6.87094 
     0.88121      0.11868      0.11868     -6.87078 
     0.88131      0.11858      0.11858     -6.87063 
     0.88141      0.11848      0.11848     -6.87047 
     0.88151      0.11838      0.11838     -6.87031 
     0.88161      0.11828      0.11828     -6.87015 
     0.88171      0.11818      0.11818     -6.86999 
     0.88181      0.11808      0.11808     -6.86983 
     0.88191      0.11798      0.11798     -6.86967 
     0.88201      0.11788      0.11788     -6.86951 
     0.88211      0.11778      0.11778     -6.86935 
     0.88221      0.11768      0.11768     -6.86919 
     0.88231      0.11758      0.11758     -6.86903 
     0.88241      0.11748      0.11748     -6.86887 
     0.88251      0.11738      0.11738     -6.86871 
     0.88261      0.11728      0.11728     -6.86855 
     0.88271      0.11718      0.11718     -6.86839 
     0.88281      0.11708      0.11708     -6.86823 
     0.88291      0.11698      0.11698     -6.86807 
     0.88301      0.11688      0.11688     -6.86790 
     0.88311      0.11678      0.11678     -6.86774 
     0.88321      0.11668      0.11668     -6.86758 
     0.88331      0.11658      0.11658     -6.86742 
     0.88341      0.11648      0.11648     -6.86725 
     0.88351      0.11638      0.11638     -6.86709 
     0.88361      0.11628      0.11628     -6.86693 
     0.88371      0.11618      0.11618     -6.86676 
     0.88381      0.11608      0.11608     -6.86660 
     0.88391      0.11598      0.11598     -6.86644 
     0.88401      0.11588      0.11588     -6.86627 
     0.88411      0.11578      0.11578     -6.86611 
     0.88421      0.11568      0.11568     -6.86594 
     0.88431      0.11558      0.11558     -6.86578 
     0.88441      0.11548      0.11548     -6.86561 
     0.88451      0.11538      0.11538     -6.86545 
     0.88461      0.11528      0.11528     -6.86528 
     0.88471      0.11518      0.11518     -6.86512 
     0.88481      0.11508      0.11509     -6.86495 
     0.88491      0.11499      0.11499     -6.86479 
     0.88501      0.11489      0.11489     -6.86462 
     0.88511      0.11479      0.11479     -6.86445 
     0.88521      0.11469      0.11469     -6.86429 
     0.88531      0.11459      0.11459     -6.86412 
     0.88541      0.11449      0.11449     -6.86395 
     0.88551      0.11439      0.11439     -6.86379 
     0.88561      0.11429      0.11429     -6.86362 
     0.88571      0.11419      0.11419     -6.86345 
     0.88581      0.11409      0.11409     -6.86328 
     0.88591      0.11399      0.11399     -6.86311 
     0.88601      0.11389      0.11389     -6.86295 
     0.88611      0.11379      0.11379     -6.86278 
     0.88621      0.11369      0.11369     -6.86261 
     0.88631      0.11359      0.11359     -6.86244 
     0.88641      0.11349      0.11349     -6.86227 
     0.88651      0.11339      0.11339     -6.86210 
     0.88661      0.11329      0.11329     -6.86193 
     0.88671      0.11319      0.11319     -6.86176 
     0.88681      0.11309      0.11309     -6.86159 
     0.88691      0.11299      0.11299     -6.86142 
     0.88701      0.11289      0.11289     -6.86125 
     0.88711      0.11279      0.11279     -6.86108 
     0.88721      0.11269      0.11269     -6.86090 
     0.88731      0.11259      0.11259     -6.86073 
     0.88741      0.11249      0.11249     -6.86056 
     0.88751      0.11239      0.11239     -6.86039 
     0.88761      0.11229      0.11229     -6.86022 
     0.88771      0.11219      0.11219     -6.86004 
     0.88781      0.11209      0.11209     -6.85987 
     0.88791      0.11199      0.11199     -6.85970 
     0.88801      0.11189      0.11189     -6.85953 
     0.88811      0.11179      0.11179     -6.85935 
     0.88821      0.11169      0.11169     -6.85918 
     0.88831      0.11159      0.11159     -6.85900 
     0.88841      0.11149      0.11149     -6.85883 
     0.88851      0.11139      0.11139     -6.85866 
     0.88861      0.11129      0.11129     -6.85848 
     0.88871      0.11119      0.11119     -6.85831 
     0.88881      0.11109      0.11109     -6.85813 
     0.88891      0.11099      0.11099     -6.85796 
     0.88901      0.11089      0.11089     -6.85778 
     0.88911      0.11079      0.11079     -6.85760 
     0.88921      0.11069      0.11069     -6.85743 
     0.88931      0.11059      0.11059     -6.85725 
     0.88941      0.11049      0.11049     -6.85707 
     0.88951      0.11039      0.11039     -6.85690 
     0.88961      0.11029      0.11029     -6.85672 
     0.88971      0.11019      0.11019     -6.85654 
     0.88981      0.11009      0.11009     -6.85637 
     0.88991      0.10999      0.10999     -6.85619 
     0.89001      0.10989      0.10989     -6.85601 
     0.89011      0.10979      0.10979     -6.85583 
     0.89021      0.10969      0.10969     -6.85565 
     0.89031      0.10959      0.10959     -6.85547 
     0.89041      0.10949      0.10949     -6.85529 
     0.89051      0.10939      0.10939     -6.85511 
     0.89061      0.10929      0.10929     -6.85493 
     0.89071      0.10919      0.10919     -6.85475 
     0.89081      0.10909      0.10909     -6.85457 
     0.89091      0.10899      0.10899     -6.85439 
     0.89101      0.10889      0.10889     -6.85421 
     0.89111      0.10879      0.10879     -6.85403 
     0.89121      0.10869      0.10869     -6.85385 
     0.89131      0.10859      0.10859     -6.85367 
     0.89141      0.10850      0.10850     -6.85349 
     0.89151      0.10840      0.10840     -6.85331 
     0.89161      0.10830      0.10830     -6.85312 
     0.89171      0.10820      0.10820     -6.85294 
     0.89181      0.10810      0.10810     -6.85276 
     0.89191      0.10800      0.10800     -6.85258 
     0.89201      0.10790      0.10790     -6.85239 
     0.89211      0.10780      0.10780     -6.85221 
     0.89221      0.10770      0.10770     -6.85203 
     0.89231      0.10760      0.10760     -6.85184 
     0.89241      0.10750      0.10750     -6.85166 
     0.89251      0.10740      0.10740     -6.85147 
     0.89261      0.10730      0.10730     -6.85129 
     0.89271      0.10720      0.10720     -6.85110 
     0.89281      0.10710      0.10710     -6.85092 
     0.89291      0.10700      0.10700     -6.85073 
     0.89301      0.10690      0.10690     -6.85055 
     0.89311      0.10680      0.10680     -6.85036 
     0.89321      0.10670      0.10670     -6.85017 
     0.89331      0.10660      0.10660     -6.84999 
     0.89341      0.10650      0.10650     -6.84980 
     0.89351      0.10640      0.10640     -6.84961 
     0.89361      0.10630      0.10630     -6.84942 
     0.89371      0.10620      0.10620     -6.84924 
     0.89381      0.10610      0.10610     -6.84905 
     0.89391      0.10600      0.10600     -6.84886 
     0.89401      0.10590      0.10590     -6.84867 
     0.89411      0.10580      0.10580     -6.84848 
     0.89421      0.10570      0.10570     -6.84829 
     0.89431      0.10560      0.10560     -6.84810 
     0.89441      0.10550      0.10550     -6.84791 
     0.89451      0.10540      0.10540     -6.84772 
     0.89461      0.10530      0.10530     -6.84753 
     0.89471      0.10520      0.10520     -6.84734 
     0.89481      0.10510      0.10510     -6.84715 
     0.89491      0.10500      0.10500     -6.84696 
     0.89501      0.10490      0.10490     -6.84677 
     0.89511      0.10480      0.10480     -6.84658 
     0.89521      0.10470      0.10470     -6.84639 
     0.89531      0.10460      0.10460     -6.84619 
     0.89541      0.10450      0.10450     -6.84600 
     0.89551      0.10440      0.10440     -6.84581 
     0.89561      0.10430      0.10430     -6.84562 
     0.89571      0.10420      0.10420     -6.84542 
     0.89581      0.10410      0.10410     -6.84523 
     0.89591      0.10400      0.10400     -6.84503 
     0.89601      0.10390      0.10390     -6.84484 
     0.89611      0.10380      0.10380     -6.84465 
     0.89621      0.10370      0.10370     -6.84445 
     0.89631      0.10360      0.10360     -6.84426 
     0.89641      0.10350      0.10350     -6.84406 
     0.89651      0.10340      0.10340     -6.84386 
     0.89661      0.10330      0.10330     -6.84367 
     0.89671      0.10320      0.10320     -6.84347 
     0.89681      0.10310      0.10310     -6.84328 
     0.89691      0.10300      0.10300     -6.84308 
     0.89701      0.10290      0.10290     -6.84288 
     0.89711      0.10280      0.10280     -6.84268 
     0.89721      0.10270      0.10270     -6.84249 
     0.89731      0.10260      0.10260     -6.84229 
     0.89741      0.10250      0.10250     -6.84209 
     0.89751      0.10240      0.10240     -6.84189 
     0.89761      0.10230      0.10230     -6.84169 
     0.89771      0.10220      0.10220     -6.84149 
     0.89781      0.10210      0.10210     -6.84129 
     0.89791      0.10200      0.10200     -6.84109 
     0.89801      0.10190      0.10190     -6.84089 
     0.89811      0.10180      0.10180     -6.84069 
     0.89821      0.10170      0.10170     -6.84049 
     0.89831      0.10161      0.10161     -6.84029 
     0.89841      0.10151      0.10151     -6.84009 
     0.89851      0.10141      0.10141     -6.83989 
     0.89861      0.10131      0.10131     -6.83969 
     0.89871      0.10121      0.10121     -6.83949 
     0.89881      0.10111      0.10111     -6.83928 
     0.89891      0.10101      0.10101     -6.83908 
     0.89901      0.10091      0.10091     -6.83888 
     0.89911      0.10081      0.10081     -6.83867 
     0.89921      0.10071      0.10071     -6.83847 
     0.89931      0.10061      0.10061     -6.83827 
     0.89941      0.10051      0.10051     -6.83806 
     0.89951      0.10041      0.10041     -6.83786 
     0.89961      0.10031      0.10031     -6.83765 
     0.89971      0.10021      0.10021     -6.83745 
     0.89981      0.10011      0.10011     -6.83724 
     0.89991      0.10001      0.10001     -6.83703 
     0.90001      0.09991      0.09991     -6.83683 
     0.90011      0.09981      0.09981     -6.83662 
     0.90021      0.09971      0.09971     -6.83642 
     0.90031      0.09961      0.09961     -6.83621 
     0.90041      0.09951      0.09951     -6.83600 
     0.90051      0.09941      0.09941     -6.83579 
     0.90061      0.09931      0.09931     -6.83558 
     0.90071      0.09921      0.09921     -6.83538 
     0.90081      0.09911      0.09911     -6.83517 
     0.90091      0.09901      0.09901     -6.83496 
     0.90101      0.09891      0.09891     -6.83475 
     0.90111      0.09881      0.09881     -6.83454 
     0.90121      0.09871      0.09871     -6.83433 
     0.90131      0.09861      0.09861     -6.83412 
     0.90141      0.09851      0.09851     -6.83391 
     0.90151      0.09841      0.09841     -6.83370 
     0.90161      0.09831      0.09831     -6.83349 
     0.90171      0.09821      0.09821     -6.83327 
     0.90181      0.09811      0.09811     -6.83306 
     0.90191      0.09801      0.09801     -6.83285 
     0.90201      0.09791      0.09791     -6.83264 
     0.90211      0.09781      0.09781     -6.83242 
     0.90221      0.09771      0.09771     -6.83221 
     0.90231      0.09761      0.09761     -6.83200 
     0.90241      0.09751      0.09751     -6.83178 
     0.90251      0.09741      0.09741     -6.83157 
     0.90261      0.09731      0.09731     -6.83135 
     0.90271      0.09721      0.09721     -6.83114 
     0.90281      0.09711      0.09711     -6.83092 
     0.90291      0.09701      0.09701     -6.83071 
     0.90301      0.09691      0.09691     -6.83049 
     0.90311      0.09681      0.09681     -6.83028 
     0.90321      0.09671      0.09671     -6.83006 
     0.90331      0.09661      0.09661     -6.82984 
     0.90341      0.09651      0.09651     -6.82962 
     0.90351      0.09641      0.09641     -6.82941 
     0.90361      0.09631      0.09631     -6.82919 
     0.90371      0.09621      0.09621     -6.82897 
     0.90381      0.09611      0.09611     -6.82875 
     0.90391      0.09601      0.09601     -6.82853 
     0.90401      0.09591      0.09591     -6.82831 
     0.90411      0.09581      0.09581     -6.82809 
     0.90421      0.09571      0.09571     -6.82787 
     0.90431      0.09561      0.09561     -6.82765 
     0.90441      0.09551      0.09551     -6.82743 
     0.90451      0.09541      0.09541     -6.82721 
     0.90461      0.09531      0.09531     -6.82699 
     0.90471      0.09521      0.09521     -6.82677 
     0.90481      0.09511      0.09511     -6.82654 
     0.90491      0.09501      0.09501     -6.82632 
     0.90501      0.09491      0.09491     -6.82610 
     0.90511      0.09481      0.09481     -6.82588 
     0.90521      0.09471      0.09471     -6.82565 
     0.90531      0.09461      0.09461     -6.82543 
     0.90541      0.09451      0.09451     -6.82520 
     0.90551      0.09441      0.09441     -6.82498 
     0.90561      0.09431      0.09432     -6.82475 
     0.90571      0.09422      0.09422     -6.82453 
     0.90581      0.09412      0.09412     -6.82430 
     0.90591      0.09402      0.09402     -6.82408 
     0.90601      0.09392      0.09392     -6.82385 
     0.90611      0.09382      0.09382     -6.82362 
     0.90621      0.09372      0.09372     -6.82340 
     0.90631      0.09362      0.09362     -6.82317 
     0.90641      0.09352      0.09352     -6.82294 
     0.90651      0.09342      0.09342     -6.82271 
     0.90661      0.09332      0.09332     -6.82248 
     0.90671      0.09322      0.09322     -6.82225 
     0.90681      0.09312      0.09312     -6.82202 
     0.90691      0.09302      0.09302     -6.82180 
     0.90701      0.09292      0.09292     -6.82156 
     0.90711      0.09282      0.09282     -6.82133 
     0.90721      0.09272      0.09272     -6.82110 
     0.90731      0.09262      0.09262     -6.82087 
     0.90741      0.09252      0.09252     -6.82064 
     0.90751      0.09242      0.09242     -6.82041 
     0.90761      0.09232      0.09232     -6.82018 
     0.90771      0.09222      0.09222     -6.81994 
     0.90781      0.09212      0.09212     -6.81971 
     0.90791      0.09202      0.09202     -6.81948 
     0.90801      0.09192      0.09192     -6.81924 
     0.90811      0.09182      0.09182     -6.81901 
     0.90821      0.09172      0.09172     -6.81877 
     0.90831      0.09162      0.09162     -6.81854 
     0.90841      0.09152      0.09152     -6.81830 
     0.90851      0.09142      0.09142     -6.81807 
     0.90861      0.09132      0.09132     -6.81783 
     0.90871      0.09122      0.09122     -6.81759 
     0.90881      0.09112      0.09112     -6.81736 
     0.90891      0.09102      0.09102     -6.81712 
     0.90901      0.09092      0.09092     -6.81688 
     0.90911      0.09082      0.09082     -6.81664 
     0.90921      0.09072      0.09072     -6.81640 
     0.90931      0.09062      0.09062     -6.81617 
     0.90941      0.09052      0.09052     -6.81593 
     0.90951      0.09042      0.09042     -6.81569 
     0.90961      0.09032      0.09032     -6.81545 
     0.90971      0.09022      0.09022     -6.81521 
     0.90981      0.09012      0.09012     -6.81496 
     0.90991      0.09002      0.09002     -6.81472 
     0.91001      0.08992      0.08992     -6.81448 
     0.91011      0.08982      0.08982     -6.81424 
     0.91021      0.08972      0.08972     -6.81400 
     0.91031      0.08962      0.08962     -6.81375 
     0.91041      0.08952      0.08952     -6.81351 
     0.91051      0.08942      0.08942     -6.81327 
     0.91061      0.08932      0.08932     -6.81302 
     0.91071      0.08922      0.08922     -6.81278 
     0.91081      0.08912      0.08912     -6.81253 
     0.91091      0.08902      0.08902     -6.81229 
     0.91101      0.08892      0.08892     -6.81204 
     0.91111      0.08882      0.08882     -6.81179 
     0.91121      0.08872      0.08872     -6.81155 
     0.91131      0.08862      0.08862     -6.81130 
     0.91141      0.08852      0.08852     -6.81105 
     0.91151      0.08842      0.08842     -6.81080 
     0.91161      0.08832      0.08832     -6.81056 
